publishedAtDate,text,stars,isLocalGuide,reviewerNumberOfReviews,responseFromOwnerText,responseFromOwnerDate,OwnerResponseDays,TextDensity,Document
2025-08-08 21:22:34.904000+00:00,"<PERSON> was soooooo helpful.  It was only her 3rd day on phones and she helped me with 4 questions.  <PERSON> was polite, engaging, knowledgeable, helpful, and spot on perfect!",5,False,4,,,,5.9655172413793105,"<PERSON> was soooooo helpful.  It was only her 3rd day on phones and she helped me with 4 questions.  <PERSON> was polite, engaging, knowledgeable, helpful, and spot on perfect!"
2025-08-06 22:10:29.598000+00:00,"Great drivers, friendly and respectful of property.",5,True,55,,,,7.285714285714286,"Great drivers, friendly and respectful of property."
2025-08-05 00:32:22.259000+00:00,<ORGANIZATION> on our route!,5,False,6,,,,4.8,<ORGANIZATION> on our route!
2025-07-30 01:08:36.034000+00:00,I appreciate their service<ORGANIZATION>🏽; they are efficient and show great care,5,False,1,,,,6.181818181818182,I appreciate their service<ORGANIZATION>🏽; they are efficient and show great care
2025-07-29 18:48:01.540000+00:00,Always excellent work - thank you,5,True,20,,,,5.5,Always excellent work - thank you
2025-07-25 17:21:04.705000+00:00,"The customer service I received from <PERSON> and <PERSON> was beyond great, they both went above and beyond to remedy a frustrating situation! Much thanks to you both!",5,False,9,,,,5.785714285714286,"The customer service I received from <PERSON> and <PERSON> was beyond great, they both went above and beyond to remedy a frustrating situation! Much thanks to you both!"
2025-07-17 21:33:13.572000+00:00,"I would like to give a shoutout to <PERSON> who is responsible for our weekly garbage pick up. He shows up bright and early each week and never misses a beat. He is responsible and efficient. He sets an example that all <ORGANIZATION> employees should strive to follow. Way to go, <PERSON> are appreciated!",5,True,17,,,,5.298245614035087,"I would like to give a shoutout to <PERSON> who is responsible for our weekly garbage pick up. He shows up bright and early each week and never misses a beat. He is responsible and efficient. He sets an example that all <ORGANIZATION> employees should strive to follow. Way to go, <PERSON> are appreciated!"
2025-07-17 21:31:39.037000+00:00,<ORGANIZATION> IS AWESOME!!!✨✨✨✨✨,5,False,1,,,,8.666666666666666,<ORGANIZATION> IS AWESOME!!!✨✨✨✨✨
2025-07-13 22:16:02.500000+00:00,Customer focused business,5,True,12,,,,8.333333333333334,Customer focused business
2025-07-11 16:00:26.653000+00:00,"<PERSON> helped me adjust my service very smoothly, a wonderful knowledgeable person and navigated the transfer to meet my needs without trouble or money wasted. Thank you",4,False,1,,,,6.222222222222222,"<PERSON> helped me adjust my service very smoothly, a wonderful knowledgeable person and navigated the transfer to meet my needs without trouble or money wasted. Thank you"
